"id","type","data","needs_followup","needs_followup_by","followup_date","resolved","created_by_id","updated_by_id","unit_id","tenant_id","source_id","facility_id","created_at","updated_at","parent_event_id","related_object_id","related_object_type","uuid","status","important_task","resolved_on","created_by_type","updated_by_type","ledger_id","lead_id","support_case_id","attachment_id","action_item","ledger_delinquency_id","company_uuid","facility_uuid","tenant_uuid","ledger_uuid","unit_uuid","lead_uuid","related_object_uuid","client_application_id","payment_intent_id"
20384,MoveInUnitEvent,"""rate""=>""80.0"", ""move_in_date""=>""2013-12-14"", ""gate_access_code""=>""06014"", ""move_in_initiated_date""=>""2013-12-14""",false,,2014-02-01 00:43:24.614,true,,,6036,3625,,14,2013-12-14 10:00:00.000,2014-04-08 03:12:55.201,,,,"02d98b00-be04-487a-ba39-3c2d4a23a8d4",,false,,,,5196,,,,,,,,,,,,,,
20385,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3625,,14,2014-02-01 00:43:25.017,2014-02-01 00:43:25.035,,5343,Invoice,eae1dd80-2316-4af9-9dad-8f92b7d0ee5d,,false,,,,,,,,,,,,,,,,,,
20386,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3625,,14,2014-02-01 00:43:25.202,2014-02-01 00:43:25.197,,5344,Invoice,aace5f24-e710-4291-bf89-f1ffe75f36a7,,false,,,,,,,,,,,,,,,,,,
20387,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3625,,14,2014-02-01 00:43:25.653,2014-02-01 00:43:25.668,,5345,Invoice,"17d07364-1364-4e53-8f21-08d1559929af",,false,,,,,,,,,,,,,,,,,,
20388,MoveInUnitEvent,"""rate""=>""55.0"", ""move_in_date""=>""2011-11-06"", ""gate_access_code""=>""09536"", ""move_in_initiated_date""=>""2011-11-06""",false,,2014-02-01 00:43:25.997,true,,,6038,3626,,14,2011-11-06 10:00:00.000,2024-03-07 18:57:06.995,,,,"2140c348-fb53-4918-9447-c551831f04c6",,false,,,,5197,,,,,,,,,,,,,,
20389,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3626,,14,2014-02-01 00:43:26.297,2014-02-01 00:43:26.315,,5346,Invoice,b58b9621-0309-44d5-b75f-52b5924e76b7,,false,,,,,,,,,,,,,,,,,,
20390,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3626,,14,2014-02-01 00:43:26.585,2014-02-01 00:43:26.580,,5347,Invoice,"308ad151-a17c-428d-ac0a-7c82f77df29b",,false,,,,,,,,,,,,,,,,,,
20391,NoteEvent,"",false,,2014-02-06 22:16:11.897,false,,31,,3627,,14,2014-02-01 00:43:26.804,2014-04-08 03:13:28.062,,,,"36c3a1bb-9f39-4b45-b507-c3d351b9e601",,false,,,,,,,,,,,,,,,,,,
20392,MoveInUnitEvent,"""rate""=>""80.0"", ""move_in_date""=>""2005-08-18"", ""gate_access_code""=>""00972"", ""move_in_initiated_date""=>""2005-08-18""",false,,2014-02-01 00:43:26.932,true,,,6040,3627,,14,2005-08-18 10:00:00.000,2014-04-08 03:12:55.257,,,,"60753ae4-bdc0-498a-8f54-ca16ccad8f56",,false,,,,5198,,,,,,,,,,,,,,
20393,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3627,,14,2014-02-01 00:43:27.240,2014-02-01 00:43:27.251,,5348,Invoice,"47aea86d-e173-4057-a096-9a0013a788d7",,false,,,,,,,,,,,,,,,,,,
20394,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3627,,14,2014-02-01 00:43:27.384,2014-02-01 00:43:27.396,,5349,Invoice,f7db8a43-a043-4366-8905-f718d80743ff,,false,,,,,,,,,,,,,,,,,,
20395,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3627,,14,2014-02-01 00:43:27.639,2014-02-01 00:43:27.653,,5350,Invoice,"54d79caa-6ebc-4997-ad04-4dc34317f577",,false,,,,,,,,,,,,,,,,,,
20396,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3627,,14,2014-02-01 00:43:27.814,2014-02-01 00:43:27.826,,5351,Invoice,"8b6a8e87-78bf-44b7-858b-9f1058bc97c2",,false,,,,,,,,,,,,,,,,,,
20397,DelinquencyStageTenantEvent,"""invoice_id""=>""5349"", ""applied_date""=>""2013-11-11"", ""line_item_id""=>""5480"", ""resolved_date""=>""2014-04-29""",false,,,true,,,,3627,,14,2014-02-01 00:43:27.891,2014-04-29 17:31:10.342,,23,DelinquencyStage,"07c34fa4-4e9e-4e4c-9d67-1f9aff3a4ee2",removed,false,,,,5198,,,,,24272563,,,,,,,,,
20398,AddFeeDelinquencyTenantEvent,"""fee_invoice_id""=>""5350""",false,,2014-02-01 00:43:27.889,true,,,,3627,,14,2014-02-01 00:43:27.899,2014-04-29 17:29:39.639,20397,28,DelinquencyStageAction,"1225f66f-d46d-437f-bf93-4833b7e60c76",removed,false,,,,5198,,,,,24272563,,,,,,,,,
20399,GateLockoutDelinquencyTenantEvent,"""last_action_date""=>""2014-04-29""",false,,2014-01-31 05:00:00.000,true,,,,3627,,14,2014-02-01 00:43:27.921,2014-04-29 17:29:39.598,20397,29,DelinquencyStageAction,"76be577c-c44e-41fa-8c31-66ab0643df68",removed,false,,,,5198,,,,,24272563,,,,,,,,,
20400,OverlockDelinquencyTenantEvent,"""last_action_date""=>""2014-04-29""",false,,2014-04-29 17:31:10.330,true,,40,6040,3627,,14,2014-02-01 00:43:27.961,2014-04-29 17:31:10.333,20397,30,DelinquencyStageAction,"307e4dad-fb58-4eca-9aaf-65a10575f9c5",overlock_removed,false,,,,5198,,,,,24272563,,,,,,,,,
20401,DelinquencyStageTenantEvent,"""invoice_id""=>""5349"", ""applied_date""=>""2013-11-16"", ""line_item_id""=>""5480"", ""resolved_date""=>""2014-04-29""",false,,,true,,,,3627,,14,2014-02-01 00:43:28.019,2014-04-29 17:29:39.365,,24,DelinquencyStage,"4075fd0f-5707-4954-b420-8e8ba7b06d6f",removed,false,,,,5198,,,,,24273014,,,,,,,,,
20402,PrintMailDelinquencyTenantEvent,"",false,,2014-02-04 17:02:47.717,true,,31,6040,3627,,14,2014-02-01 00:43:28.025,2014-04-29 17:29:39.331,20401,31,DelinquencyStageAction,"5fa70ca6-79b4-4e8f-9435-f6f681b0a137",letter_sent,false,,,,5198,,,,,24273014,,,,,,,,,
20403,DelinquencyStageTenantEvent,"""invoice_id""=>""5349"", ""applied_date""=>""2013-12-11"", ""line_item_id""=>""5480"", ""resolved_date""=>""2014-04-29""",false,,,true,,,,3627,,14,2014-02-01 00:43:28.083,2014-04-29 17:29:39.269,,25,DelinquencyStage,c9d9af3d-fff6-4abf-b6e8-8523c8169000,removed,false,,,,5198,,,,,24273249,,,,,,,,,
20404,AddFeeDelinquencyTenantEvent,"""fee_invoice_id""=>""5350""",false,,2014-02-01 00:43:28.081,true,,,,3627,,14,2014-02-01 00:43:28.190,2014-04-29 17:29:39.232,20403,32,DelinquencyStageAction,b05d8ecb-fcc8-4973-9ca8-f7b0ea65eeae,removed,false,,,,5198,,,,,24273249,,,,,,,,,
20405,DelinquencyStageTenantEvent,"""invoice_id""=>""5349"", ""applied_date""=>""2013-12-16"", ""line_item_id""=>""5480"", ""resolved_date""=>""2014-04-29""",false,,,true,,,,3627,,14,2014-02-01 00:43:28.258,2014-04-29 17:29:39.157,,26,DelinquencyStage,"954162ab-4c30-4dda-9a19-302f5df41524",removed,false,,,,5198,,,,,24273474,,,,,,,,,
20406,PrintMailDelinquencyTenantEvent,"",false,,2014-02-04 17:02:45.605,true,,31,6040,3627,,14,2014-02-01 00:43:28.264,2014-04-29 17:29:39.120,20405,33,DelinquencyStageAction,e85da366-e516-42f3-a15e-119fd198d0d8,letter_sent,false,,,,5198,,,,,24273474,,,,,,,,,
20407,DelinquencyStageTenantEvent,"""invoice_id""=>""5349"", ""applied_date""=>""2014-01-10"", ""line_item_id""=>""5480"", ""resolved_date""=>""2014-04-29""",false,,,true,,,,3627,,14,2014-02-01 00:43:28.322,2014-04-29 17:29:38.916,,27,DelinquencyStage,b26e7c8c-0072-4c36-a175-10c2a972ffb9,removed,false,,,,5198,,,,,24273780,,,,,,,,,
20408,AddFeeDelinquencyTenantEvent,"""fee_invoice_id""=>""5350""",false,,2014-02-01 00:43:28.320,true,,,,3627,,14,2014-02-01 00:43:28.328,2014-04-29 17:29:38.879,20407,34,DelinquencyStageAction,"87279762-d820-4797-9e73-7c77a1054174",removed,false,,,,5198,,,,,24273780,,,,,,,,,
20409,DelinquencyStageTenantEvent,"""invoice_id""=>""5349"", ""applied_date""=>""2014-01-15"", ""line_item_id""=>""5480"", ""resolved_date""=>""2014-04-29""",false,,,true,,,,3627,,14,2014-02-01 00:43:28.382,2014-04-29 17:29:38.806,,28,DelinquencyStage,f4a94dab-f4ca-4692-8970-61f913987cef,removed,false,,,,5198,,,,,24274081,,,,,,,,,
20410,PrintMailDelinquencyTenantEvent,"",false,,2014-02-04 17:02:42.959,true,,31,6040,3627,,14,2014-02-01 00:43:28.388,2014-04-29 17:29:38.772,20409,35,DelinquencyStageAction,d910e4fa-8972-48c2-956b-9bdd55089128,letter_sent,false,,,,5198,,,,,24274081,,,,,,,,,
20411,DelinquencyStageTenantEvent,"""invoice_id""=>""5349"", ""applied_date""=>""2014-01-30"", ""line_item_id""=>""5480"", ""resolved_date""=>""2014-04-29""",false,,,true,,,,3627,,14,2014-02-01 00:43:28.440,2014-04-29 17:29:38.709,,29,DelinquencyStage,ea567e58-be71-4550-8d90-b42b8391736c,removed,false,,,,5198,,,,,24274411,,,,,,,,,
20412,PrintMailDelinquencyTenantEvent,"",false,,2014-02-04 17:02:40.144,true,,31,6040,3627,,14,2014-02-01 00:43:28.446,2014-04-29 17:29:38.671,20411,36,DelinquencyStageAction,"158c3af6-c542-43a3-879a-7e6b7dbc5bf9",letter_sent,false,,,,5198,,,,,24274411,,,,,,,,,
20413,MoveInUnitEvent,"""rate""=>""80.0"", ""move_in_date""=>""2011-10-31"", ""gate_access_code""=>""02479"", ""move_in_initiated_date""=>""2011-10-31""",false,,2014-02-01 00:43:28.852,true,,,6041,3628,,14,2011-10-31 10:00:00.000,2014-04-08 03:12:55.292,,,,"2b9cfea9-4dfc-47df-b8e9-fee3d8b5c11d",,false,,,,5199,,,,,,,,,,,,,,
20414,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3628,,14,2014-02-01 00:43:29.152,2014-02-01 00:43:29.170,,5352,Invoice,d8245bcf-1de0-4773-9a68-23e5a373cb94,,false,,,,,,,,,,,,,,,,,,
20415,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3628,,14,2014-02-01 00:43:29.438,2014-02-01 00:43:29.435,,5353,Invoice,e614de67-a199-4121-b1e8-c68f54cbebf3,,false,,,,,,,,,,,,,,,,,,
20416,MoveInUnitEvent,"""rate""=>""55.0"", ""move_in_date""=>""2007-08-11"", ""gate_access_code""=>""01493"", ""move_in_initiated_date""=>""2007-08-11""",false,,2014-02-01 00:43:29.592,true,,,6042,3629,,14,2007-08-11 10:00:00.000,2024-03-07 18:57:06.995,,,,"59ecdc6e-3ae0-42ae-87c0-a843290921aa",,false,,,,5200,,,,,,,,,,,,,,
20417,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3629,,14,2014-02-01 00:43:30.049,2014-02-01 00:43:30.072,,5354,Invoice,"447ca8ac-c7ba-4b13-aec4-626fd2d7e790",,false,,,,,,,,,,,,,,,,,,
20418,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3629,,14,2014-02-01 00:43:30.265,2014-02-01 00:43:30.277,,5355,Invoice,"52aa1881-756f-4118-a151-a30eddb6bd0b",,false,,,,,,,,,,,,,,,,,,
20419,MoveInUnitEvent,"""rate""=>""55.0"", ""move_in_date""=>""2006-04-05"", ""gate_access_code""=>""08049"", ""move_in_initiated_date""=>""2006-04-05""",false,,2014-02-01 00:43:30.582,true,,,6044,3630,,14,2006-04-05 10:00:00.000,2024-03-07 18:57:06.995,,,,"4c5fe6f8-7763-4644-ae80-465b0bebed34",,false,,,,5201,,,,,,,,,,,,,,
20420,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3630,,14,2014-02-01 00:43:31.047,2014-02-01 00:43:31.062,,5356,Invoice,"0701d014-cef9-4e72-b535-b42fbb821fb9",,false,,,,,,,,,,,,,,,,,,
20421,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3630,,14,2014-02-01 00:43:31.251,2014-02-01 00:43:31.263,,5357,Invoice,"393b1e97-816b-4cf6-9162-fc58e42bd6d3",,false,,,,,,,,,,,,,,,,,,
20422,MoveInUnitEvent,"""rate""=>""55.0"", ""move_in_date""=>""2013-08-07"", ""gate_access_code""=>""00914"", ""move_in_initiated_date""=>""2013-08-07""",false,,2014-02-01 00:43:31.647,true,,,6048,3558,,14,2013-08-07 10:00:00.000,2024-03-07 18:57:06.995,,,,e51f32c7-21f4-42e3-b3c6-72f4cdc99dd3,,false,,,,5202,,,,,,,,,,,,,,
20423,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3558,,14,2014-02-01 00:43:32.050,2014-02-01 00:43:32.064,,5358,Invoice,e6f415b1-744d-454c-a259-bd76dd33055c,,false,,,,,,,,,,,,,,,,,,
20424,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3558,,14,2014-02-01 00:43:32.243,2014-02-01 00:43:32.239,,5359,Invoice,b74a4846-e8eb-4ae8-87dd-2d8259f49773,,false,,,,,,,,,,,,,,,,,,
20425,NoteEvent,"",false,,2014-02-06 22:13:34.995,false,,31,,3631,,14,2014-02-01 00:43:32.528,2014-04-08 03:13:28.086,,,,"35858cbf-7592-42de-92f1-ab2f77f18404",,false,,,,,,,,,,,,,,,,,,
20426,MoveInUnitEvent,"""rate""=>""55.0"", ""move_in_date""=>""2012-05-12"", ""gate_access_code""=>""01293"", ""move_in_initiated_date""=>""2012-05-12""",false,,2014-02-01 00:43:32.558,true,,,6049,3631,,14,2012-05-12 10:00:00.000,2024-03-07 18:57:06.995,,,,ca072cd8-ad28-4b92-bd80-022e129c6a5c,,false,,,,5203,,,,,,,,,,,,,,
20427,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3631,,14,2014-02-01 00:43:32.864,2014-02-01 00:43:32.899,,5360,Invoice,f81cb0d2-6dbb-4683-9e35-c8dda435a69a,,false,,,,,,,,,,,,,,,,,,
20428,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3631,,14,2014-02-01 00:43:33.154,2014-02-01 00:43:33.177,,5361,Invoice,"3e678e58-14b5-484f-8378-4ea24db2f853",,false,,,,,,,,,,,,,,,,,,
20429,NoteEvent,"",false,,2014-02-06 22:13:10.182,false,,31,,3632,,14,2014-02-01 00:43:33.314,2014-04-08 03:13:28.108,,,,d0a8e7aa-dbd1-477e-8bb9-5bde9af32678,,false,,,,,,,,,,,,,,,,,,
20430,MoveInUnitEvent,"""rate""=>""55.0"", ""move_in_date""=>""2013-08-12"", ""gate_access_code""=>""02886"", ""move_in_initiated_date""=>""2013-08-12""",false,,2014-02-01 00:43:33.341,true,,,6050,3632,,14,2013-08-12 10:00:00.000,2024-03-07 18:57:06.995,,,,e0bbbb4d-e891-4001-b2c4-5ae8d40b56e4,,false,,,,5204,,,,,,,,,,,,,,
20431,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3632,,14,2014-02-01 00:43:33.738,2014-02-01 00:43:33.737,,5362,Invoice,"32e12883-6c96-4cf2-89e8-518894110807",,false,,,,,,,,,,,,,,,,,,
20432,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3632,,14,2014-02-01 00:43:33.924,2014-02-01 00:43:33.957,,5363,Invoice,debe95d7-1fae-4c1b-9892-04a7e082f5d4,,false,,,,,,,,,,,,,,,,,,
20433,NoteEvent,"",false,,2014-02-06 22:12:43.408,false,,31,,3633,,14,2014-02-01 00:43:34.218,2014-04-08 03:13:28.138,,,,"13009882-7370-4d94-b982-07c3d3d862eb",,false,,,,,,,,,,,,,,,,,,
20434,MoveInUnitEvent,"""rate""=>""55.0"", ""move_in_date""=>""2011-10-06"", ""gate_access_code""=>""04740"", ""move_in_initiated_date""=>""2011-10-06""",false,,2014-02-01 00:43:34.246,true,,,6051,3633,,14,2011-10-06 10:00:00.000,2024-03-07 18:57:06.995,,,,"040c58ea-19a6-4254-8b38-3010f8876e62",,false,,,,5205,,,,,,,,,,,,,,
20435,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3633,,14,2014-02-01 00:43:34.548,2014-02-01 00:43:34.572,,5364,Invoice,c86e2cae-90ea-4f5b-8759-1dbcd0298ac7,,false,,,,,,,,,,,,,,,,,,
20436,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3633,,14,2014-02-01 00:43:34.839,2014-02-01 00:43:34.839,,5365,Invoice,"3698542c-e0a6-49e6-9094-db1522fc95c5",,false,,,,,,,,,,,,,,,,,,
20437,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3633,,14,2014-02-01 00:43:35.163,2014-02-01 00:43:35.183,,5366,Invoice,"7459ecaa-1c9d-44d9-9c52-f7dbc135b7e1",,false,,,,,,,,,,,,,,,,,,
20438,MoveInUnitEvent,"""rate""=>""55.0"", ""move_in_date""=>""2012-04-10"", ""gate_access_code""=>""04740"", ""move_in_initiated_date""=>""2012-04-10""",false,,2014-02-01 00:43:35.439,true,,,6052,3633,,14,2012-04-10 10:00:00.000,2024-03-07 18:57:06.995,,,,"7811bc2e-7e2b-4a3b-9664-f248ba9a835b",,false,,,,5206,,,,,,,,,,,,,,
20439,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3633,,14,2014-02-01 00:43:35.727,2014-02-01 00:43:35.740,,5367,Invoice,a494f61e-e643-4ade-a5d4-d63bdeca692b,,false,,,,,,,,,,,,,,,,,,
20440,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3633,,14,2014-02-01 00:43:36.017,2014-02-01 00:43:36.047,,5368,Invoice,"9c136c74-d883-4745-bd3b-005ed734a90b",,false,,,,,,,,,,,,,,,,,,
20441,NoteEvent,"",false,,2014-02-06 22:12:13.299,false,,31,,3634,,14,2014-02-01 00:43:36.456,2014-04-08 03:13:28.160,,,,"818e0270-cfda-40f7-bcce-355a0b5a1eeb",,false,,,,,,,,,,,,,,,,,,
20442,MoveInUnitEvent,"""rate""=>""55.0"", ""move_in_date""=>""2012-01-13"", ""gate_access_code""=>""00610"", ""move_in_initiated_date""=>""2012-01-13""",false,,2014-02-01 00:43:36.484,true,,,6057,3634,,14,2012-01-13 10:00:00.000,2024-03-07 18:57:06.995,,,,c9906d18-b4a5-4122-9b95-d764a6a68bfb,,false,,,,5207,,,,,,,,,,,,,,
20443,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3634,,14,2014-02-01 00:43:36.877,2014-02-01 00:43:36.890,,5369,Invoice,d58085b7-2888-406b-aecf-12aee31a764f,,false,,,,,,,,,,,,,,,,,,
20444,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3634,,14,2014-02-01 00:43:37.060,2014-02-01 00:43:37.072,,5370,Invoice,"760a3b3c-1a6c-4935-9575-26b5d5cbafdd",,false,,,,,,,,,,,,,,,,,,
20445,NoteEvent,"",false,,2014-02-06 22:11:52.018,false,,31,,3635,,14,2014-02-01 00:43:37.317,2014-04-08 03:13:28.181,,,,"8da35677-c734-43d3-9631-8911a54bca13",,false,,,,,,,,,,,,,,,,,,
20446,MoveInUnitEvent,"""rate""=>""55.0"", ""move_in_date""=>""2012-10-05"", ""gate_access_code""=>""01219"", ""move_in_initiated_date""=>""2012-10-05""",false,,2014-02-01 00:43:37.345,true,,,6058,3635,,14,2012-10-05 10:00:00.000,2024-03-07 18:57:06.995,,,,"1b04612e-f500-44c2-9843-b15c857621ba",,false,,,,5208,,,,,,,,,,,,,,
20447,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3635,,14,2014-02-01 00:43:37.634,2014-02-01 00:43:37.646,,5371,Invoice,"7b710dd9-603a-4894-8ff0-34fcd050feb4",,false,,,,,,,,,,,,,,,,,,
20448,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3635,,14,2014-02-01 00:43:37.778,2014-02-01 00:43:37.789,,5372,Invoice,"2eb4ea5e-86fe-4fce-bdc7-1fa707be909e",,false,,,,,,,,,,,,,,,,,,
20449,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3635,,14,2014-02-01 00:43:38.034,2014-02-01 00:43:38.049,,5373,Invoice,"019fdcf7-fc49-4911-84a4-041741cae300",,false,,,,,,,,,,,,,,,,,,
20450,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3635,,14,2014-02-01 00:43:38.213,2014-02-01 00:43:38.224,,5374,Invoice,"6e7e378a-e6f6-4890-8a08-5cf65240e9d2",,false,,,,,,,,,,,,,,,,,,
20451,DelinquencyStageTenantEvent,"""invoice_id""=>""5372"", ""applied_date""=>""2013-11-11"", ""line_item_id""=>""5507"", ""resolved_date""=>""2014-05-02""",false,,,true,,,,3635,,14,2014-02-01 00:43:38.296,2014-05-02 14:06:19.742,,23,DelinquencyStage,d108dae2-bb01-45b1-895a-66a94652ccf0,removed,false,,,,5208,,,,,24340352,,,,,,,,,
20452,AddFeeDelinquencyTenantEvent,"""fee_invoice_id""=>""5373""",false,,2014-02-01 00:43:38.294,true,,,,3635,,14,2014-02-01 00:43:38.303,2014-05-02 14:05:12.132,20451,28,DelinquencyStageAction,"9220e512-ab4e-4a40-9e97-6b55913e1b31",removed,false,,,,5208,,,,,24340352,,,,,,,,,
20453,GateLockoutDelinquencyTenantEvent,"""last_action_date""=>""2014-05-02""",false,,2014-01-31 05:00:00.000,true,,,,3635,,14,2014-02-01 00:43:38.331,2014-05-02 14:05:11.915,20451,29,DelinquencyStageAction,e29d7508-139c-494d-a39f-4a31a7da0e62,removed,false,,,,5208,,,,,24340352,,,,,,,,,
20454,OverlockDelinquencyTenantEvent,"""last_action_date""=>""2014-05-02""",false,,2014-05-02 14:06:19.731,true,,40,6058,3635,,14,2014-02-01 00:43:38.377,2024-03-07 18:57:06.995,20451,30,DelinquencyStageAction,d4b4ec26-f589-43ee-bd55-bfee880bb0ef,overlock_removed,false,,,,5208,,,,,24340352,,,,,,,,,
20455,DelinquencyStageTenantEvent,"""invoice_id""=>""5372"", ""applied_date""=>""2013-11-16"", ""line_item_id""=>""5507"", ""resolved_date""=>""2014-05-02""",false,,,true,,,,3635,,14,2014-02-01 00:43:38.429,2014-05-02 14:05:11.807,,24,DelinquencyStage,fed94e07-a4ee-4720-8119-1ebcceee6906,removed,false,,,,5208,,,,,24340663,,,,,,,,,
20456,PrintMailDelinquencyTenantEvent,"",false,,2014-02-04 17:03:24.071,true,,31,6058,3635,,14,2014-02-01 00:43:38.435,2024-03-07 18:57:06.995,20455,31,DelinquencyStageAction,"181968c6-61f6-4b1e-b2a9-73b24127705c",letter_sent,false,,,,5208,,,,,24340663,,,,,,,,,
20457,DelinquencyStageTenantEvent,"""invoice_id""=>""5372"", ""applied_date""=>""2013-12-11"", ""line_item_id""=>""5507"", ""resolved_date""=>""2014-05-02""",false,,,true,,,,3635,,14,2014-02-01 00:43:38.596,2014-05-02 14:05:11.703,,25,DelinquencyStage,"356b257b-165c-48e9-9f7d-da64f8e6ebbf",removed,false,,,,5208,,,,,24340908,,,,,,,,,
20458,AddFeeDelinquencyTenantEvent,"""fee_invoice_id""=>""5373""",false,,2014-02-01 00:43:38.594,true,,,,3635,,14,2014-02-01 00:43:38.606,2014-05-02 14:05:11.664,20457,32,DelinquencyStageAction,"90f8365d-a442-41b4-83c4-df0ab935363f",removed,false,,,,5208,,,,,24340908,,,,,,,,,
20459,DelinquencyStageTenantEvent,"""invoice_id""=>""5372"", ""applied_date""=>""2013-12-16"", ""line_item_id""=>""5507"", ""resolved_date""=>""2014-05-02""",false,,,true,,,,3635,,14,2014-02-01 00:43:38.668,2014-05-02 14:05:11.443,,26,DelinquencyStage,"7acbaabf-063e-4bce-8a39-e131084d0845",removed,false,,,,5208,,,,,24341157,,,,,,,,,
20460,PrintMailDelinquencyTenantEvent,"",false,,2014-02-04 17:03:20.856,true,,31,6058,3635,,14,2014-02-01 00:43:38.674,2024-03-07 18:57:06.995,20459,33,DelinquencyStageAction,"18a10774-2b02-4c66-bb39-9aa8c8b85b1f",letter_sent,false,,,,5208,,,,,24341157,,,,,,,,,
20461,DelinquencyStageTenantEvent,"""invoice_id""=>""5372"", ""applied_date""=>""2014-01-10"", ""line_item_id""=>""5507"", ""resolved_date""=>""2014-05-02""",false,,,true,,,,3635,,14,2014-02-01 00:43:38.731,2014-05-02 14:05:11.342,,27,DelinquencyStage,"0d4ca092-85f5-4838-9ae1-d2e71c604da3",removed,false,,,,5208,,,,,24341552,,,,,,,,,
20462,AddFeeDelinquencyTenantEvent,"""fee_invoice_id""=>""5373""",false,,2014-02-01 00:43:38.729,true,,,,3635,,14,2014-02-01 00:43:38.737,2014-05-02 14:05:11.305,20461,34,DelinquencyStageAction,fbc3d1cc-3cc4-431a-9f3b-7241740b05e9,removed,false,,,,5208,,,,,24341552,,,,,,,,,
20463,DelinquencyStageTenantEvent,"""invoice_id""=>""5372"", ""applied_date""=>""2014-01-15"", ""line_item_id""=>""5507"", ""resolved_date""=>""2014-05-02""",false,,,true,,,,3635,,14,2014-02-01 00:43:38.790,2014-05-02 14:05:11.228,,28,DelinquencyStage,e5e3e772-8fd9-4a94-afd1-d79a666222b7,removed,false,,,,5208,,,,,24341815,,,,,,,,,
20464,PrintMailDelinquencyTenantEvent,"",false,,2014-02-04 17:03:18.550,true,,31,6058,3635,,14,2014-02-01 00:43:38.796,2024-03-07 18:57:06.995,20463,35,DelinquencyStageAction,"0cb73494-8ffa-4ffa-8d4b-3ca25aded036",letter_sent,false,,,,5208,,,,,24341815,,,,,,,,,
20465,DelinquencyStageTenantEvent,"""invoice_id""=>""5372"", ""applied_date""=>""2014-01-30"", ""line_item_id""=>""5507"", ""resolved_date""=>""2014-05-02""",false,,,true,,,,3635,,14,2014-02-01 00:43:38.848,2014-05-02 14:05:11.126,,29,DelinquencyStage,"2f53c2ff-4123-4db5-9a9d-b7273a96fa6c",removed,false,,,,5208,,,,,24342070,,,,,,,,,
20466,PrintMailDelinquencyTenantEvent,"",false,,2014-02-04 17:03:16.343,true,,31,6058,3635,,14,2014-02-01 00:43:38.854,2024-03-07 18:57:06.995,20465,36,DelinquencyStageAction,"00c3db9e-445d-457e-a780-4be11080cf7b",letter_sent,false,,,,5208,,,,,24342070,,,,,,,,,
20467,NoteEvent,"",false,,2014-02-06 22:11:32.436,false,,31,,3636,,14,2014-02-01 00:43:39.268,2014-04-08 03:13:28.204,,,,"836b419c-d6e3-4375-84b2-dd7d463eb057",,false,,,,,,,,,,,,,,,,,,
20468,MoveInUnitEvent,"""rate""=>""80.0"", ""move_in_date""=>""2012-12-27"", ""gate_access_code""=>""09021"", ""move_in_initiated_date""=>""2012-12-27""",false,,2014-02-01 00:43:39.313,true,,,6059,3636,,14,2012-12-27 10:00:00.000,2014-08-16 12:03:13.550,,,,f2396326-61c2-4fad-91f0-6e15ff4440bd,,false,,,,5209,,,,,,,,,,,,,,
